Flow,O,D,Year
569,18,41,2013
10,42,29,2016
706,8,2,2006
48,13,29,2018
296,41,26,2006
735,3,4,2012
145,44,6,2018
460,43,18,2008
132,47,26,2011
414,47,34,2010
281,38,20,2014
69,5,25,2005
1483,14,15,2008
319,13,30,2010
1334,34,27,2012
59,33,13,2010
234,25,39,2005
204,38,3,2011
259,29,23,2014
65,1,48,2010
32,1,8,2005
27,41,8,2015
59,6,49,2006
96,47,35,2006
114,18,48,2005
184,13,32,2008
7277,3,15,2006
542,45,12,2005
272,21,43,2014
386,28,12,2014
386,33,36,2015
56,7,11,2008
136,29,41,2017
15,7,33,2011
18,32,11,2005
231,5,18,2017
582,30,6,2016
32,17,27,2005
3431,27,15,2013
474,11,23,2018
1550,48,34,2015
264,27,26,2017
508,35,31,2009
122,26,1,2006
109,34,49,2007
490,47,21,2008
535,11,48,2012
353,18,19,2015
95,38,47,2018
71,13,6,2012
164,43,24,2006
813,10,23,2011
661,6,18,2018
1339,47,16,2013
13,42,33,2006
2808,5,19,2015
105,26,30,2013
51,17,36,2015
323,17,28,2014
184,11,43,2013
242,44,43,2012
600,33,21,2010
1082,7,16,2006
686,42,5,2010
789,37,39,2009
64,37,1,2012
87,6,14,2018
79,8,1,2014
1902,44,9,2008
472,13,42,2014
1638,48,31,2014
131,2,11,2018
15,2,45,2016
241,21,37,2008
730,12,21,2008
198,33,22,2018
549,38,23,2006
236,7,17,2010
145,7,36,2016
1106,7,47,2005
912,40,21,2017
81,49,41,2008
131,40,17,2007
20,17,45,2011
214,9,23,2015
1317,7,42,2016
480,35,21,2011
293,26,7,2009
2550,2,10,2014
419,20,48,2008
52,31,3,2007
883,30,21,2015
365,2,36,2009
1877,10,15,2011
891,28,34,2007
2487,25,36,2008
872,46,28,2005
1197,4,25,2007
89,19,46,2016
175,34,24,2015
161,43,32,2007
33,31,49,2014
146,48,13,2016
135,10,35,2015
7,7,38,2013
1477,13,10,2016
275,8,12,2007
153,37,49,2015
246,9,26,2009
685,25,37,2013
155,19,22,2016
2278,35,28,2007
45,4,24,2009
123,30,36,2010
159,26,14,2007
657,32,12,2010
1013,38,25,2012
149,36,44,2011
184,28,26,2006
49,27,14,2012
140,13,20,2005
420,17,41,2018
483,23,20,2012
21,25,45,2006
16,12,33,2012
402,21,7,2010
1425,29,16,2008
659,42,4,2014
184,11,8,2006
68,42,46,2005
1019,36,18,2018
25,28,40,2013
27,49,3,2011
18,18,9,2005
3046,31,28,2016
801,4,23,2013
7641,40,8,2017
1405,21,27,2006
35,16,38,2009
187,10,26,2018
393,24,43,2009
588,16,22,2016
758,24,13,2015
167,7,44,2011
35,31,36,2016
1670,40,16,2017
2631,28,47,2007
265,49,12,2005
1362,48,16,2013
1635,35,18,2013
173,4,22,2007
714,44,6,2013
103,21,36,2009
14,16,29,2006
149,2,39,2015
29,20,29,2013
39,19,11,2005
155,9,46,2013
495,15,25,2013
506,6,17,2014
1735,23,41,2017
112,48,41,2012
25,3,5,2011
182,25,39,2012
711,37,5,2009
306,12,47,2006
151,43,17,2016
15,28,5,2017
26,1,8,2018
2487,29,49,2008
1538,1,18,2017
1734,23,1,2017
643,32,19,2018
3038,5,10,2010
372,10,47,2015
388,37,28,2014
26,30,4,2015
39,23,38,2010
554,21,43,2005
498,16,22,2008
2514,4,37,2012
909,16,44,2011
153,22,49,2009
162,1,9,2006
18,41,9,2012
1819,29,10,2007
303,47,48,2005
1165,48,34,2006
11,36,9,2010
2546,8,16,2018
344,27,37,2015
88,5,8,2017
236,12,32,2012
1183,3,26,2015
782,37,5,2017
191,20,32,2016
5038,9,22,2009
848,33,37,2012
72,43,24,2015
61,33,31,2007
48,42,33,2015
73,7,30,2005
192,9,32,2007
3227,25,10,2018
557,20,42,2018
61,36,48,2007
620,28,23,2007
1165,2,19,2011
307,36,21,2016
564,8,37,2005
303,20,47,2011
76,44,11,2016
21,46,45,2005
581,34,4,2018
471,20,18,2018
4650,5,4,2008
351,21,32,2016
5,17,29,2013
249,45,22,2012
253,12,7,2016
25,33,22,2011
30,44,35,2016
350,43,41,2010
2221,11,21,2010
1113,7,47,2012
168,37,40,2010
9,45,26,2015
211,46,44,2015
36,44,24,2017
139,36,7,2008
1595,35,21,2018
361,27,43,2009
29,8,27,2009
208,44,7,2012
39,12,46,2010
52,3,40,2010
74,36,38,2017
121,39,3,2010
110,33,47,2006
79,1,43,2012
55,9,26,2014
32,47,14,2012
42,23,39,2014
293,17,46,2010
297,11,18,2016
15,36,14,2017
694,20,7,2017
18,2,29,2009
3318,34,15,2009
227,20,37,2005
513,27,28,2018
24,28,33,2006
78,1,44,2007
269,38,9,2009
402,40,32,2009
2229,14,24,2009
202,16,23,2009
57,4,38,2015
214,34,49,2011
170,41,6,2009
780,32,12,2017
3013,24,34,2008
73,7,31,2015
205,28,26,2009
3911,36,10,2005
86,46,38,2005
502,23,20,2005
2011,14,34,2011
37,12,33,2005
1709,4,15,2010
1621,2,18,2005
505,17,13,2009
367,34,48,2017
432,44,13,2010
713,2,12,2016
158,11,8,2015
577,32,37,2008
98,42,46,2012
32,18,9,2010
453,6,32,2010
445,47,4,2010
549,21,8,2016
87,9,4,2016
440,26,2,2008
55,17,48,2008
1834,35,10,2010
532,34,2,2012
158,16,47,2012
19,24,43,2006
2907,30,12,2012
75,3,39,2017
416,36,12,2017
152,39,41,2009
2207,28,47,2012
179,49,12,2010
222,18,8,2006
565,37,21,2011
280,4,22,2014
170,25,21,2008
168,16,37,2008
24,16,29,2015
236,35,38,2016
57,19,45,2018
1075,22,18,2007
243,12,43,2009
2,20,29,2006
484,11,25,2010
418,11,17,2011
263,43,25,2006
249,9,46,2006
702,1,16,2011
64,30,11,2011
255,12,8,2015
956,6,17,2007
374,41,2,2011
922,24,17,2016
1260,34,44,2006
1745,24,47,2018
213,31,2,2011
173,3,43,2013
1103,23,16,2009
268,24,7,2015
344,45,9,2018
439,10,12,2007
50,18,33,2018
27,42,30,2011
132,11,30,2005
735,32,19,2011
2609,1,17,2017
68,14,46,2008
362,37,28,2007
813,6,16,2013
317,8,42,2011
169,26,9,2007
441,15,12,2008
1227,48,31,2017
602,9,15,2015
8261,13,15,2014
426,25,32,2013
931,34,12,2010
34,33,31,2017
82,41,9,2007
270,30,6,2006
3647,29,10,2008
406,47,48,2014
1733,19,25,2006
1548,8,16,2009
593,27,37,2006
56,14,25,2008
18,46,11,2008
1096,11,48,2015
5260,39,19,2012
164,33,37,2007
2784,22,34,2006
120,16,43,2010
683,25,15,2005
17,33,31,2014
1356,25,49,2005
330,3,25,2018
369,20,11,2012
1540,45,17,2015
360,28,27,2008
186,1,26,2005
87,38,39,2016
265,18,34,2013
84,36,48,2014
2488,27,34,2014
179,25,48,2015
209,48,7,2012
50,37,14,2017
6,36,30,2009
398,3,27,2012
1149,7,16,2016
2664,24,30,2014
32,31,24,2013
94,39,31,2009
300,10,6,2013
755,25,18,2015
924,32,25,2005
1873,47,7,2013
407,19,8,2017
538,37,34,2005
713,35,39,2010
222,45,22,2005
604,35,13,2009
143,36,21,2010
74,44,35,2009
403,24,44,2005
1762,11,34,2009
134,23,36,2010
2240,28,10,2017
143,46,44,2006
79,19,41,2005
261,28,36,2008
722,34,4,2011
57,18,27,2013
385,27,43,2016
714,44,7,2005
377,14,19,2006
86,35,44,2017
9,49,24,2006
204,49,7,2006
756,34,28,2016
77,31,41,2012
180,33,47,2013
1024,28,34,2017
722,39,18,2005
45,33,1,2008
27,47,14,2005
1261,4,25,2017
219,37,41,2009
155,21,6,2005
271,28,1,2014
799,37,36,2017
139,8,47,2017
29,23,29,2012
71,5,14,2016
3147,21,16,2006
161,42,31,2006
261,31,22,2007
195,32,20,2008
62,1,44,2012
115,41,44,2006
278,29,37,2015
1683,27,22,2010
267,24,25,2010
805,29,36,2006
79,35,3,2007
574,2,28,2010
126,30,25,2016
4271,49,10,2016
181,9,11,2015
6,25,45,2016
14,15,29,2018
56,46,8,2011
344,23,37,2016
181,36,29,2015
2517,1,6,2018
371,34,48,2008
26,22,35,2011
2830,41,23,2016
865,2,23,2017
60,19,3,2015
731,24,47,2010
710,6,32,2005
2419,37,35,2011
431,36,49,2011
483,22,18,2005
426,14,37,2013
37,4,14,2009
231,26,44,2014
246,24,31,2011
666,45,20,2017
27,23,30,2015
4254,30,12,2007
214,21,46,2014
573,32,36,2015
675,30,48,2008
279,32,26,2006
4920,36,19,2018
201,18,8,2009
572,37,21,2018
161,6,27,2010
2233,8,33,2008
23,13,6,2005
25,16,29,2016
888,41,7,2017
445,44,28,2006
392,11,17,2018
57,19,40,2012
1559,49,18,2006
965,1,7,2016
73,37,22,2010
84,42,6,2017
734,37,5,2010
46,49,31,2005
555,16,28,2008
433,26,25,2018
305,45,9,2005
109,22,41,2015
185,11,30,2010
80,8,41,2017
2379,1,17,2008
199,20,2,2013
494,27,23,2006
411,18,19,2005
272,6,42,2015
146,36,41,2011
8,48,40,2010
698,33,36,2018
6371,13,15,2005
992,48,14,2013
1349,3,16,2011
7398,24,21,2013
334,30,6,2013
249,16,13,2008
27,1,35,2011
273,41,19,2005
749,32,42,2009
544,35,31,2018
31,33,28,2018
449,17,4,2005
107,49,22,2005
546,15,13,2007
6716,44,12,2005
2507,13,16,2015
346,44,42,2008
298,20,11,2005
350,26,8,2016
123,37,17,2010
93,1,26,2014
12,29,11,2015
89,47,49,2009
199,41,20,2014
3846,27,34,2007
380,48,7,2005
623,5,30,2008
230,3,27,2007
22,31,24,2006
38,3,33,2014
3318,12,44,2016
505,36,12,2018
994,32,25,2014
370,37,34,2014
6,27,29,2012
465,18,37,2012
253,14,42,2010
187,6,22,2016
212,8,6,2007
189,2,22,2016
2221,11,21,2015
1088,11,34,2006
23,3,8,2011
156,31,25,2010
174,19,41,2012
1419,10,25,2012
152,47,46,2013
194,41,37,2011
220,7,12,2005
47,8,27,2012
261,14,19,2015
835,14,10,2007
422,18,28,2005
612,2,36,2018
335,27,48,2017
73,44,26,2011
109,16,49,2013
207,34,23,2011
124,25,43,2006
47,4,9,2016
346,32,8,2011
227,28,1,2007
116,38,11,2005
81,48,13,2011
1471,17,15,2005
306,31,46,2013
907,31,22,2012
288,32,20,2007
229,21,17,2006
1027,29,37,2006
108,8,43,2007
443,14,2,2010
1116,23,2,2013
167,18,47,2010
326,35,3,2014
853,4,5,2006
2476,14,21,2018
3086,8,33,2016
50,47,46,2016
123,43,6,2016
162,32,43,2008
1945,43,28,2005
995,26,31,2017
450,41,21,2010
1737,29,38,2014
3,42,46,2017
2586,47,28,2012
188,49,21,2006
192,38,18,2005
3490,14,16,2014
603,17,16,2009
339,34,42,2018
1018,21,24,2008
63,42,1,2005
416,9,4,2014
2241,28,15,2013
264,49,44,2011
107,37,13,2013
366,34,2,2018
9,2,14,2016
4,16,5,2009
189,48,19,2009
210,35,43,2017
331,32,36,2006
231,43,23,2009
108,31,36,2011
87,12,43,2007
450,9,20,2017
166,8,48,2014
157,40,47,2015
80,4,30,2017
9,40,15,2017
49,28,14,2007
905,5,32,2011
93,46,48,2005
481,40,21,2006
2811,38,33,2005
228,2,6,2015
22,37,46,2011
17,19,40,2005
385,30,25,2014
1633,23,10,2011
22,9,29,2008
69,44,49,2013
952,25,4,2009
31,49,31,2012
262,16,7,2015
596,36,39,2006
6575,26,20,2008
214,17,34,2008
3617,26,15,2007
350,34,20,2012
25,47,9,2017
111,14,46,2013
827,25,4,2005
576,29,18,2010
317,38,40,2015
38,23,38,2017
969,7,34,2012
837,6,42,2006
75,8,48,2008
13,16,5,2018
439,40,36,2011
714,19,15,2018
136,16,11,2011
522,4,34,2005
295,48,25,2007
48,1,35,2018
12,23,30,2017
2371,11,15,2015
437,20,1,2012
19,2,24,2017
633,15,13,2014
297,7,27,2005
137,36,40,2012
825,8,15,2016
6452,39,19,2009
60,18,44,2013
37,48,39,2013
72,44,49,2015
340,13,8,2017
506,22,4,2011
145,23,37,2017
169,2,48,2017
87,39,47,2011
656,11,12,2005
694,30,19,2008
236,47,31,2015
492,6,2,2005
209,26,27,2011
97,4,43,2013
37,3,33,2005
95,21,39,2007
222,34,36,2015
102,44,41,2009
2102,38,23,2016
150,16,32,2014
100,29,28,2008
459,8,32,2007
369,18,37,2005
29,14,42,2017
4271,39,10,2018
219,8,6,2014
1623,28,43,2006
255,48,20,2014
733,44,2,2018
452,43,22,2008
9,31,39,2012
1353,10,25,2005
168,2,35,2014
327,9,23,2017
549,20,25,2012
563,19,15,2010
229,7,12,2014
240,18,27,2008
676,5,47,2008
883,18,28,2012
102,36,38,2010
22,8,5,2006
153,27,8,2009
73,16,49,2006
157,25,35,2012
371,22,14,2009
116,39,38,2017
1458,29,19,2006
535,10,8,2013
111,41,38,2010
137,35,26,2016
107,25,6,2018
2075,17,15,2012
1376,26,21,2009
40,17,33,2011
131,43,30,2012
235,21,17,2009
2695,25,36,2007
618,29,37,2017
33,7,29,2011
1514,32,15,2013
204,1,13,2007
521,25,32,2016
364,38,32,2009
76,29,36,2005
42,15,40,2015
1487,23,41,2005
5045,9,22,2007
5984,6,15,2016
174,24,7,2018
154,48,26,2008
154,6,41,2018
369,31,23,2015
632,21,18,2007
868,24,1,2010
995,29,38,2007
2778,47,28,2005
362,38,26,2011
468,19,5,2008
409,9,36,2006
863,17,16,2006
197,23,19,2012
212,9,42,2008
82,40,13,2015
231,42,17,2016
105,34,1,2014
1009,24,47,2009
113,42,1,2010
617,26,23,2017
556,6,3,2012
600,26,44,2016
268,9,37,2018
61,13,38,2006
399,4,20,2010
183,48,19,2006
236,14,4,2006
362,2,7,2018
350,2,41,2016
55,21,33,2008
259,12,17,2008
633,21,11,2011
4443,36,19,2017
147,7,13,2010
623,26,2,2018
597,7,43,2013
40,28,14,2014
28,49,45,2008
356,41,7,2007
40,40,21,2015
225,28,36,2005
496,21,19,2017
888,46,26,2007
51,15,38,2005
348,35,17,2010
5972,35,25,2011
1399,4,19,2005
5,25,24,2011
68,11,6,2008
379,30,25,2007
2555,2,32,2009
3596,20,26,2015
82,33,35,2007
395,43,42,2005
66,48,23,2018
2027,47,10,2015
13,18,29,2013
489,36,39,2015
793,19,39,2016
132,23,35,2015
566,34,20,2007
289,23,25,2006
467,35,22,2005
14,48,1,2016
511,10,47,2007
140,1,11,2009
1590,30,24,2013
863,7,34,2005
518,20,23,2008
121,42,27,2012
452,15,34,2017
1028,9,30,2009
239,37,7,2014
580,40,38,2006
154,13,48,2012
337,4,34,2012
308,13,46,2015
421,34,47,2012
79,12,31,2010
81,44,20,2010
2736,38,33,2008
124,7,27,2012
633,8,15,2009
152,15,43,2008
431,46,42,2006
236,40,35,2010
342,48,20,2016
70,49,9,2005
488,16,10,2008
1619,25,18,2005
541,20,42,2014
359,11,12,2014
67,30,19,2017
473,2,42,2011
440,47,31,2006
1418,20,16,2005
236,25,41,2009
199,6,2,2012
132,18,5,2013
401,27,3,2012
181,31,24,2016
43,48,38,2014
1521,40,12,2017
333,34,36,2006
196,22,7,2010
135,10,6,2018
137,34,30,2013
1096,19,4,2006
102,1,27,2008
275,26,42,2018
286,29,17,2014
114,47,36,2013
426,42,21,2006
3027,9,16,2011
2462,30,34,2008
443,48,20,2005
442,19,34,2006
360,35,42,2009
1895,4,18,2015
899,7,47,2016
225,44,2,2005
1117,24,11,2005
542,12,18,2011
55,2,35,2007
359,20,25,2005
10126,45,48,2015
228,38,43,2006
469,21,47,2007
18,8,5,2015
106,27,8,2018
62,15,33,2010
76,3,9,2011
217,22,14,2016
210,31,3,2015
243,12,43,2014
115,31,19,2018
204,28,1,2017
48,33,34,2010
180,19,12,2011
26,23,29,2017
609,18,37,2017
1192,32,23,2018
663,47,21,2012
97,42,36,2011
65,46,5,2016
305,14,18,2007
44,8,46,2016
481,23,34,2010
641,8,12,2018
3654,22,9,2008
145,34,36,2016
223,1,13,2014
180,11,42,2014
70,10,11,2012
108,41,49,2009
3261,49,10,2011
276,17,26,2009
3682,35,32,2007
539,21,18,2008
192,16,47,2005
262,12,24,2009
1533,30,15,2018
1260,33,19,2015
805,49,21,2016
44,7,26,2013
18,25,14,2018
19,6,39,2009
113,46,43,2011
366,23,19,2007
762,45,28,2017
170,34,1,2007
248,3,31,2013
347,20,43,2011
71,31,4,2012
30,43,29,2009
411,30,2,2017
496,6,3,2005
847,19,2,2009
325,9,37,2005
45,6,45,2017
1080,23,16,2013
18,23,40,2012
407,16,28,2017
534,24,48,2006
165,40,47,2010
43,29,35,2005
848,41,7,2014
182,10,5,2006
119,9,23,2008
727,9,21,2007
384,38,12,2005
430,16,4,2005
3994,35,25,2018
1315,4,19,2010
197,41,43,2017
41,13,1,2012
134,2,35,2016
15,42,40,2014
218,3,44,2010
108,49,5,2013
487,36,34,2017
4581,20,26,2006
115,33,35,2014
967,21,12,2010
15,44,49,2008
23,7,40,2012
239,34,37,2017
30,28,29,2013
7,23,35,2006
224,23,25,2013
228,35,22,2010
1353,27,44,2007
45,48,1,2009
1056,3,21,2007
7,43,5,2009
371,42,27,2005
2489,11,21,2011
438,1,32,2015
580,14,22,2015
292,37,7,2005
644,6,21,2015
2916,48,45,2013
131,23,30,2007
775,45,28,2014
227,33,28,2009
372,1,12,2011
347,41,12,2005
656,11,44,2006
139,42,26,2011
5122,39,19,2010
2,7,49,2014
2014,9,15,2008
249,46,42,2013
1,37,24,2015
12,49,9,2012
347,13,49,2015
5677,32,2,2017
834,44,9,2010
155,13,11,2006
510,3,34,2008
417,30,42,2017
395,39,5,2008
11,27,49,2016
1013,33,21,2016
3080,43,48,2012
54,6,36,2010
473,27,3,2007
242,40,12,2008
57,9,8,2016
428,8,28,2010
266,3,30,2012
188,15,44,2018
192,44,8,2006
199,28,6,2016
104,32,43,2016
66,2,45,2010
280,42,21,2015
156,11,27,2005
15,32,30,2007
120,27,24,2017
874,18,4,2014
275,37,17,2011
1093,35,42,2006
577,8,37,2007
1662,24,11,2018
95,25,3,2011
76,28,36,2018
607,15,4,2015
550,1,20,2011
797,8,18,2008
347,41,6,2011
1539,10,2,2005
266,42,20,2005
2641,24,16,2018
42,15,33,2017
1036,49,19,2006
106,3,47,2005
464,24,37,2015
321,22,17,2017
231,44,23,2008
281,11,18,2013
1183,32,23,2011
363,1,21,2017
42,20,14,2010
782,6,20,2005
118,8,46,2011
593,6,46,2008
1352,39,4,2018
346,48,2,2010
445,12,42,2013
245,34,8,2010
374,43,4,2008
110,10,11,2005
19,1,39,2012
92,19,29,2014
210,32,46,2006
28,42,39,2010
1231,46,23,2006
4522,36,19,2016
4565,46,15,2008
97,17,26,2018
161,49,6,2008
1177,13,12,2014
195,12,24,2016
1034,38,16,2007
1225,2,25,2014
2415,18,2,2016
82,7,26,2018
75,17,22,2014
55,38,5,2018
470,28,2,2017
186,28,17,2015
517,14,28,2016
193,36,26,2009
521,8,23,2018
172,12,49,2009
136,3,37,2015
104,21,5,2007
969,11,24,2011
268,9,37,2012
216,37,46,2013
1017,23,16,2006
22,18,33,2015
63,17,43,2007
394,35,49,2009
46,20,35,2006
300,33,12,2017
186,24,8,2006
1420,43,10,2010
324,38,42,2009
141,10,5,2015
485,1,41,2010
48,34,29,2016
400,38,12,2012
163,5,1,2011
639,10,36,2018
146,13,1,2007
138,5,43,2010
2633,23,41,2011
86,37,1,2016
1449,24,47,2007
441,13,22,2008
172,44,45,2017
380,10,12,2018
3041,41,42,2008
983,41,18,2007
1413,27,44,2008
107,17,3,2006
102,5,44,2018
1756,3,21,2014
6,42,45,2007
103,12,7,2008
2633,30,34,2006
15,32,40,2008
1348,38,15,2005
33,43,41,2014
145,8,47,2006
144,40,3,2011
512,35,33,2008
22,26,49,2008
287,14,32,2013
124,47,22,2017
658,35,7,2015
232,4,1,2005
3,2,24,2010
230,1,12,2016
1788,26,16,2017
1503,27,44,2009
228,20,32,2010
104,31,19,2005
134,7,49,2005
628,9,15,2007
488,29,34,2013
257,46,12,2011
2004,18,15,2013
71,13,49,2006
10,5,27,2009
168,22,39,2011
141,16,32,2009
2202,45,34,2016
10263,35,4,2005
1776,22,12,2006
2711,43,48,2005
1243,30,10,2005
810,33,15,2010
1649,40,12,2007
94,9,8,2009
2927,34,15,2016
2442,4,10,2009
256,3,30,2005
1204,44,21,2015
3327,13,34,2012
181,44,8,2013
29,44,38,2008
15,42,45,2005
261,12,13,2006
385,11,27,2012
1117,41,4,2016
81,37,17,2018
69,6,31,2010
505,8,37,2008
29,18,30,2012
919,23,4,2010
1366,10,2,2012
307,42,20,2012
14,32,29,2006
929,37,18,2010
450,29,44,2007
39,49,27,2012
659,46,6,2009
882,18,25,2007
203,22,17,2014
252,22,41,2009
4228,13,21,2011
281,26,13,2008
5513,34,16,2013
245,1,21,2008
18,20,14,2005
31,2,39,2017
226,10,43,2013
221,12,19,2009
465,48,18,2017
305,9,2,2007
188,27,47,2011
393,48,2,2005
354,14,23,2007
362,49,28,2007
14,43,33,2016
1603,3,20,2011
90,24,25,2005
1144,31,21,2011
82,25,5,2007
76,19,29,2005
761,7,2,2011
171,32,46,2009
196,20,13,2011
7,18,14,2011
162,6,41,2009
355,27,6,2014
10,9,11,2018
190,6,8,2016
254,34,11,2011
360,2,12,2006
33,38,5,2011
335,19,34,2014
427,10,28,2010
55,47,27,2012
1600,14,28,2011
62,9,19,2018
110,5,26,2008
185,23,48,2014
355,24,38,2015
428,33,34,2017
95,21,35,2016
338,34,32,2012
1649,22,27,2008
885,24,38,2010
298,34,26,2007
39,1,31,2010
58,37,46,2006
587,10,37,2007
184,41,25,2010
4138,26,15,2018
1544,44,15,2018
59,4,11,2008
3910,36,25,2008
1003,21,11,2016
109,23,49,2018
261,48,8,2015
131,40,47,2009
273,12,48,2014
87,49,27,2014
412,21,44,2011
132,12,14,2009
484,22,18,2017
1663,49,19,2015
132,7,8,2013
44,39,30,2005
75,28,11,2005
488,49,32,2011
243,15,7,2009
2671,2,32,2018
697,23,7,2013
568,25,42,2015
1955,22,10,2017
218,2,3,2009
89,49,17,2005
159,43,11,2009
56,36,24,2016
231,1,42,2011
342,47,43,2015
638,19,16,2009
912,41,18,2016
238,27,41,2016
489,47,17,2006
929,25,4,2015
86,14,22,2009
35,5,44,2011
95,5,20,2010
268,19,49,2016
1215,45,4,2012
486,31,42,2005
120,21,29,2014
903,48,14,2016
270,18,20,2017
3377,24,21,2018
966,38,16,2018
98,42,3,2017
1057,29,34,2014
1794,19,25,2016
170,18,43,2010
98,4,1,2014
253,36,23,2010
40,31,19,2012
125,18,44,2017
627,32,47,2008
172,21,38,2005
504,29,34,2006
57,19,1,2016
280,15,8,2010
62,42,30,2018
1266,40,2,2008
1414,5,37,2015
420,49,42,2005
18889,35,4,2014
1625,37,15,2017
595,26,34,2011
2,31,5,2015
169,11,45,2008
473,33,15,2017
54,2,13,2011
48,42,13,2013
209,2,41,2008
118,9,8,2006
257,37,9,2005
35,47,33,2005
249,34,30,2018
5599,13,34,2005
121,29,28,2018
2113,25,19,2008
37,5,38,2005
359,35,47,2017
54,34,33,2013
760,22,24,2011
449,31,32,2011
20,1,30,2015
9097,33,8,2011
364,35,7,2018
6,7,39,2010
83,9,49,2011
1459,40,25,2014
1165,45,7,2015
322,26,43,2007
361,7,12,2018
182,35,29,2012
104,27,47,2009
47,44,29,2008
11,47,45,2017
24,32,29,2015
2893,39,25,2010
1018,28,31,2005
586,29,44,2012
94,27,17,2011
1066,17,2,2009
1370,15,6,2008
474,21,6,2014
234,36,35,2014
172,18,43,2017
66,22,17,2007
93,17,38,2008
320,3,12,2012
1191,31,15,2006
413,47,21,2017
243,12,28,2010
3881,21,16,2015
342,10,43,2006
2906,1,15,2018
327,23,34,2017
1109,24,3,2018
1454,47,42,2010
972,42,7,2011
444,32,20,2018
485,27,47,2018
700,14,23,2008
833,46,1,2008
62,4,46,2013
44,25,5,2014
49,1,39,2018
538,34,19,2012
117,23,26,2017
372,45,19,2007
875,10,42,2010
273,2,20,2017
199,15,9,2006
407,40,12,2006
416,27,6,2007
16,46,27,2015
462,40,39,2005
697,36,16,2009
476,26,37,2013
100,13,45,2005
921,31,18,2013
5,44,5,2008
26,30,47,2009
800,10,28,2005
96,47,27,2007
194,28,17,2010
590,10,21,2017
479,9,19,2009
610,40,18,2017
150,23,48,2007
18,14,6,2017
573,27,7,2013
324,39,16,2013
170,34,32,2007
314,34,26,2014
506,3,2,2006
206,34,41,2018
221,44,4,2016
497,10,37,2012
92,1,49,2012
236,41,25,2005
581,47,32,2012
11,20,35,2005
6,28,39,2014
80,23,49,2009
290,48,8,2006
362,14,9,2010
80,45,23,2016
285,12,48,2005
19,4,30,2012
250,44,28,2016
71,34,29,2006
19,18,14,2013
141,28,11,2010
195,38,47,2005
202,36,34,2010
6,8,9,2014
258,15,37,2018
778,36,8,2009
176,48,23,2014
426,22,10,2008
58,21,45,2008
185,38,48,2018
309,47,43,2006
230,30,33,2011
198,47,17,2013
67,16,17,2018
77,45,4,2005
47,17,37,2011
82,36,41,2017
892,27,13,2007
1600,11,21,2016
38,48,32,2005
150,25,40,2015
260,6,21,2018
65,30,29,2015
843,41,18,2011
51,16,41,2018
1536,11,15,2018
161,47,22,2007
10,31,35,2009
252,5,21,2009
161,48,30,2008
166,6,45,2018
19,12,33,2017
1885,35,36,2006
599,21,30,2015
1794,43,16,2006
757,33,23,2008
42,19,1,2007
44,27,49,2015
168,7,22,2012
349,28,19,2010
348,49,42,2014
392,37,3,2006
1305,26,34,2018
533,32,7,2017
10471,27,16,2005
97,2,13,2016
3417,30,44,2010
67,24,4,2006
674,45,4,2011
662,33,16,2016
45,47,33,2012
50,38,17,2012
1265,9,41,2018
1575,47,15,2011
199,17,21,2010
9,5,38,2014
470,35,47,2008
570,17,47,2009
567,31,42,2008
2561,35,19,2005
246,25,34,2009
301,42,12,2014
49,16,14,2014
62,7,39,2005
766,10,28,2008
1017,30,45,2017
1957,40,25,2007
187,28,32,2013
107,46,30,2015
250,45,17,2010
55,5,13,2009
59,4,31,2013
328,25,28,2011
139,43,9,2009
342,26,43,2015
57,43,46,2013
1257,39,25,2017
399,48,11,2018
2463,33,25,2006
191,7,36,2011
1201,7,28,2010
37,24,18,2016
168,12,47,2015
104,26,13,2015
499,3,12,2005
140,25,29,2017
31,9,26,2017
324,30,28,2005
247,20,45,2012
557,15,46,2017
1316,34,22,2016
26,6,9,2014
3033,43,48,2007
756,40,37,2015
1820,8,49,2006
45,17,31,2008
461,34,19,2005
360,23,26,2006
118,25,47,2012
544,2,20,2008
946,38,37,2008
560,2,42,2018
758,4,12,2006
100,49,43,2010
141,40,39,2010
1351,36,16,2016
286,28,46,2011
1211,46,16,2009
28,16,14,2008
49,4,45,2012
775,4,21,2011
136,25,22,2013
510,13,7,2007
163,2,46,2010
149,2,38,2011
98,44,37,2014
68,36,26,2018
362,38,36,2016
73,31,4,2016
58,20,9,2018
1081,25,16,2010
5227,35,16,2011
284,16,7,2018
446,44,4,2007
2052,30,22,2015
298,2,41,2005
195,20,19,2007
46,41,35,2007
8,28,39,2007
91,15,31,2011
374,17,20,2007
141,6,19,2008
139,9,18,2015
753,8,36,2007
579,4,36,2014
1311,46,6,2008
10,34,29,2015
126,25,33,2010
490,30,11,2007
6190,29,25,2011
1839,1,10,2012
57,19,48,2010
12,10,14,2006
20,8,9,2007
263,15,37,2009
99,15,45,2010
185,42,26,2006
292,5,12,2008
1596,22,15,2014
34,37,30,2008
1658,8,40,2018
2460,45,14,2012
399,3,19,2018
1822,24,14,2007
263,16,20,2010
3081,33,38,2010
47,43,33,2010
296,16,42,2005
280,34,20,2018
263,11,22,2012
368,5,15,2005
257,44,23,2006
43,32,9,2012
399,21,30,2017
109,41,11,2006
412,27,13,2014
140,48,32,2012
1179,36,15,2008
68,8,22,2005
209,12,42,2007
92,22,13,2008
14,26,33,2018
9,45,23,2012
56,12,38,2010
