Flow,O,D,Year
79,14,18,2013
1831,26,21,2012
101,4,33,2014
253,21,17,2010
84,34,46,2018
2133,22,9,2006
70,29,37,2018
2107,31,15,2016
101,34,8,2005
47,7,29,2008
1349,32,15,2008
454,38,32,2010
82,4,33,2016
108,29,6,2009
26,15,40,2010
786,33,37,2018
3522,49,10,2005
423,48,26,2013
257,6,41,2017
102,43,36,2010
2181,43,28,2009
207,12,24,2007
617,30,15,2017
495,33,19,2005
446,38,26,2008
408,19,5,2013
266,47,48,2016
28,9,36,2005
81,22,35,2016
914,17,16,2005
317,23,19,2009
948,38,2,2012
493,45,28,2016
716,21,2,2017
170,34,1,2013
2101,22,9,2018
122,42,1,2009
122,31,4,2006
9,43,29,2007
312,30,2,2018
1071,22,27,2016
558,6,3,2015
283,47,37,2017
1105,19,2,2007
247,45,49,2017
127,1,31,2018
591,4,20,2007
141,48,19,2005
89,35,43,2013
6,23,40,2006
383,12,17,2011
201,41,37,2017
158,44,23,2016
720,21,11,2008
48,7,13,2007
419,37,12,2009
563,7,43,2014
590,34,28,2017
182,40,21,2010
428,9,23,2006
592,49,7,2008
42,15,38,2008
404,13,39,2015
8077,35,25,2008
103,44,3,2010
168,11,6,2007
189,3,44,2012
2167,2,32,2010
3544,20,26,2008
217,43,42,2008
365,20,32,2005
450,25,42,2011
1391,47,10,2010
15,7,40,2006
135,34,37,2016
119,43,11,2017
40,28,29,2007
485,49,38,2018
5,23,35,2008
1262,19,16,2017
415,23,25,2011
129,44,23,2015
326,29,22,2017
193,1,11,2006
1313,30,24,2014
404,18,19,2018
45,20,33,2007
437,26,48,2015
19,43,35,2017
6234,13,15,2016
177,37,7,2011
39,44,45,2007
739,30,4,2008
259,13,48,2011
563,4,34,2009
1517,48,45,2007
420,34,47,2015
191,18,43,2018
272,12,31,2009
127,33,28,2015
5,2,24,2005
290,41,12,2011
254,7,27,2009
72,20,14,2015
134,15,43,2005
64,40,35,2009
65,48,32,2018
16,49,9,2006
697,16,10,2013
848,40,2,2016
1023,25,18,2008
333,20,42,2011
233,30,43,2005
732,3,34,2006
669,2,42,2008
1154,20,16,2010
420,6,2,2009
483,11,45,2016
620,15,18,2012
73,6,36,2012
55,48,38,2011
204,22,7,2005
199,14,41,2010
297,34,30,2010
54,1,27,2005
430,38,23,2018
87,13,11,2008
143,28,6,2017
11,42,45,2010
248,42,21,2005
4477,9,16,2014
353,46,21,2012
1000,18,4,2008
162,37,17,2013
1551,35,42,2012
1063,4,18,2008
556,44,2,2006
445,13,2,2014
630,49,29,2018
122,18,27,2010
195,47,12,2016
689,8,18,2009
2708,25,10,2012
1133,10,25,2018
140,41,6,2013
46,17,11,2016
29,8,5,2010
51,15,33,2015
239,36,12,2013
104,3,9,2008
68,25,43,2017
232,12,43,2013
318,3,47,2015
240,21,6,2010
348,33,34,2013
123,19,12,2006
2251,11,18,2011
579,32,23,2017
866,47,21,2009
125,42,36,2012
108,32,45,2017
147,6,20,2015
33,23,34,2009
42,17,33,2007
1807,6,46,2006
2202,39,4,2017
265,48,44,2009
48,36,3,2007
2093,25,36,2011
1055,31,15,2011
300,34,8,2012
90,21,45,2016
546,24,25,2015
186,1,13,2011
73,38,32,2005
89,10,11,2015
105,26,14,2015
91,41,49,2010
173,14,29,2014
3601,49,10,2014
177,17,26,2012
62,35,32,2010
25,48,35,2018
454,21,18,2011
2404,43,28,2018
204,12,24,2014
859,33,19,2012
1622,18,2,2017
494,8,28,2012
164,7,26,2008
57,9,36,2010
1459,14,11,2009
996,29,7,2006
939,17,16,2018
224,46,43,2014
26,14,39,2016
12,27,38,2012
175,28,17,2014
447,36,34,2016
334,27,20,2014
159,3,31,2014
333,20,43,2006
385,31,4,2015
87,3,37,2005
45,44,37,2017
953,19,2,2012
441,11,24,2005
142,28,22,2010
136,47,3,2015
120,14,4,2010
52,6,30,2005
892,23,16,2008
137,23,40,2015
60,17,43,2013
561,35,49,2015
649,21,11,2007
118,11,38,2015
771,26,2,2016
51,19,45,2011
195,10,5,2005
1623,9,23,2013
339,46,26,2011
343,38,12,2006
67,5,1,2013
1446,4,19,2009
14,25,24,2007
26,13,1,2009
87,26,14,2005
389,3,44,2005
70,44,26,2008
1195,11,28,2017
109,33,35,2011
985,21,12,2009
1365,6,18,2017
627,31,2,2018
6,7,40,2015
3720,41,42,2018
35,49,30,2010
419,35,22,2009
60,8,17,2006
105,48,1,2012
102,16,17,2010
678,13,12,2013
176,6,42,2017
54,43,5,2014
16,20,33,2008
1113,30,34,2012
98,32,40,2014
441,42,21,2017
158,7,3,2016
213,6,21,2010
125,8,47,2012
100,7,33,2018
176,40,39,2018
1995,48,45,2008
123,35,33,2014
17,23,30,2010
296,45,28,2013
878,14,32,2007
47,2,24,2012
210,44,20,2008
475,30,11,2013
98,42,26,2008
723,27,2,2016
79,4,11,2018
1124,9,15,2013
148,46,42,2010
8,37,24,2010
167,39,44,2016
705,46,12,2013
1814,18,15,2007
68,13,49,2008
763,18,1,2017
116,13,11,2011
23,45,29,2007
999,3,34,2015
1053,22,12,2007
323,21,6,2007
138,6,36,2007
17,3,33,2016
617,40,12,2013
261,15,27,2007
509,8,28,2015
940,15,21,2018
25,3,30,2011
45,44,8,2011
862,19,39,2017
31,2,45,2009
631,20,23,2011
271,42,21,2018
258,11,27,2006
1273,16,44,2017
272,15,19,2015
165,6,31,2012
748,35,42,2005
10641,27,16,2014
311,13,2,2007
680,49,33,2016
117,25,3,2008
111,31,8,2008
991,19,15,2017
1079,1,20,2006
128,25,20,2016
154,19,44,2014
1537,10,2,2010
331,42,20,2006
614,37,18,2012
78,7,3,2014
55,49,27,2018
1606,46,6,2007
199,3,47,2006
1715,39,36,2010
1166,33,34,2006
27,22,41,2007
464,26,13,2011
615,32,23,2006
200,1,21,2018
5705,39,19,2011
33,2,39,2016
1009,6,20,2006
431,20,23,2015
286,23,5,2016
965,6,46,2013
172,36,3,2012
47,27,49,2017
494,27,47,2013
480,48,2,2015
241,14,35,2013
578,12,42,2014
1840,3,20,2013
150,43,4,2011
39,42,39,2013
5597,46,15,2011
153,6,41,2007
34,25,9,2016
155,16,47,2009
941,6,10,2018
1103,2,25,2013
238,34,11,2013
37,7,26,2017
74,16,14,2016
356,27,24,2015
427,29,7,2013
6,23,30,2012
176,46,43,2007
305,19,34,2015
24,27,38,2005
325,14,28,2013
198,36,26,2010
107,21,5,2008
121,3,37,2012
33,16,38,2016
934,37,39,2018
188,44,37,2010
102,24,38,2012
228,11,24,2014
140,28,22,2005
87,23,40,2016
234,18,8,2015
125,6,48,2011
469,35,49,2006
184,4,11,2014
647,9,37,2009
37,41,26,2017
202,37,12,2012
468,49,27,2015
1092,43,10,2009
36,31,35,2007
148,38,42,2006
127,28,36,2016
176,1,41,2015
272,3,2,2015
345,38,12,2009
105,7,8,2007
56,42,49,2007
195,11,44,2015
4,5,43,2015
1685,23,41,2008
36,18,24,2007
158,49,5,2015
544,36,34,2005
1126,21,12,2006
820,13,22,2011
166,44,49,2010
559,6,23,2017
185,13,37,2014
185,1,42,2005
802,38,15,2007
1500,41,18,2010
72,27,41,2017
2662,27,44,2011
141,48,1,2005
448,14,22,2007
141,5,44,2017
133,26,17,2006
48,43,5,2005
373,31,42,2011
2673,11,21,2007
130,32,40,2005
143,21,29,2008
105,7,3,2011
44,23,14,2018
52,8,47,2005
32,34,33,2009
110,40,3,2014
74,10,31,2009
97,18,43,2012
414,14,32,2014
1346,35,7,2008
1997,3,46,2017
392,30,11,2006
111,42,26,2007
253,31,19,2006
231,32,47,2014
348,29,34,2008
46,47,24,2014
141,15,8,2012
266,5,27,2014
25,22,39,2006
2602,5,37,2009
43,45,29,2014
2282,37,15,2018
59,1,26,2018
222,11,45,2006
1052,33,15,2015
185,43,44,2013
150,42,13,2011
451,37,47,2008
117,9,8,2012
352,8,28,2006
28,37,9,2015
2502,4,10,2010
828,19,39,2007
3843,13,34,2015
220,13,11,2013
173,28,6,2018
14,41,29,2016
32,44,38,2013
95,31,32,2013
600,11,27,2017
16,32,30,2011
33,7,9,2009
231,28,27,2016
301,42,12,2017
11001,27,16,2007
61,18,30,2009
450,49,33,2011
3844,40,25,2008
827,23,4,2013
551,15,4,2017
98,13,35,2017
14,35,29,2010
595,8,18,2010
17,17,14,2018
150,19,44,2007
10,17,40,2016
4577,24,16,2016
728,29,44,2010
636,8,36,2005
772,46,6,2014
1207,15,6,2006
450,21,6,2013
649,22,17,2013
812,25,4,2008
3123,13,21,2012
5229,34,16,2014
289,12,42,2011
438,1,21,2005
49,20,14,2006
3270,21,16,2014
221,10,43,2008
963,24,3,2013
1092,42,7,2005
460,9,2,2010
839,8,18,2016
632,2,17,2016
276,48,2,2006
880,17,2,2014
858,46,1,2006
793,31,21,2008
44,34,49,2016
1048,44,22,2012
342,34,43,2005
660,7,2,2006
139,26,14,2012
714,39,16,2010
731,10,42,2016
2150,32,4,2009
51,15,9,2012
144,6,41,2012
82,37,47,2011
266,27,6,2013
1248,27,12,2008
28,46,27,2014
1127,36,16,2007
90,49,30,2018
240,26,37,2011
145,17,22,2008
1225,29,16,2015
400,2,12,2011
467,46,43,2016
8,41,24,2005
3409,29,33,2011
144,47,27,2009
843,9,42,2013
657,10,21,2016
532,9,19,2015
154,23,48,2009
517,39,16,2012
215,34,32,2009
1195,22,27,2011
327,46,19,2016
144,1,31,2015
49,11,39,2012
271,25,23,2018
348,10,37,2010
110,19,35,2007
42,45,18,2017
456,47,32,2006
27,4,11,2007
198,15,36,2016
4695,36,25,2011
367,24,48,2017
179,48,8,2012
38,31,5,2007
1017,21,44,2014
231,12,14,2010
463,45,42,2017
147,7,8,2008
16,18,14,2014
24,42,49,2012
241,19,28,2017
268,20,44,2017
1121,49,32,2014
284,15,7,2010
289,36,34,2012
64,8,9,2008
1076,23,7,2014
314,3,13,2010
183,43,11,2010
332,1,42,2014
231,47,43,2008
375,38,15,2008
285,29,43,2009
220,47,17,2011
336,17,3,2010
522,5,20,2009
438,26,17,2015
397,17,37,2013
3287,39,10,2009
163,42,27,2018
24,12,29,2017
2916,41,42,2011
182,18,20,2018
309,7,25,2017
105,16,11,2018
23,11,41,2005
291,9,1,2013
305,40,34,2018
136,42,35,2018
104,4,1,2009
186,36,23,2009
1722,26,16,2005
65,8,17,2015
1,12,33,2016
114,31,19,2009
114,18,44,2018
37,7,49,2017
389,21,30,2009
198,21,38,2008
167,10,31,2005
13,47,24,2007
72,19,1,2013
131,15,8,2005
26,7,22,2010
530,40,2,2013
63,12,5,2017
2861,45,34,2018
739,49,42,2008
13267,35,4,2009
308,26,34,2008
2185,16,15,2006
835,30,10,2009
64,2,13,2014
28803,35,37,2016
1179,39,42,2012
501,11,3,2008
22,9,8,2005
297,45,4,2010
30,37,9,2006
260,6,7,2014
3,47,33,2010
86,19,6,2006
1706,4,16,2016
1918,25,19,2005
645,17,21,2012
45,35,47,2018
278,34,33,2008
599,22,24,2012
275,17,47,2007
272,12,7,2015
36,19,26,2008
869,24,32,2016
81,1,30,2010
8382,33,8,2014
214,42,12,2008
16,7,39,2015
1160,28,10,2008
2660,37,10,2014
1222,9,27,2007
217,12,37,2015
1237,23,4,2006
24,13,35,2008
88,4,31,2011
1305,42,41,2018
574,5,47,2017
32,44,29,2011
138,26,43,2014
107,20,38,2017
28,32,29,2010
1307,39,25,2015
48,27,17,2008
1101,49,19,2017
1079,18,25,2011
245,36,35,2013
2071,8,10,2011
132,17,38,2011
2155,13,21,2007
168,26,13,2014
955,3,12,2015
206,35,26,2011
498,12,28,2007
1660,49,16,2017
57,9,26,2016
617,30,28,2015
1572,47,42,2009
1105,42,7,2014
1156,34,22,2017
797,17,2,2007
506,49,28,2011
819,40,37,2014
150,4,46,2014
509,44,22,2007
154,17,31,2006
427,34,19,2015
322,34,43,2014
646,22,2,2006
220,20,13,2007
638,10,42,2015
234,2,20,2018
135,37,22,2016
249,38,37,2014
1893,14,45,2017
173,44,18,2017
23,4,24,2018
70,32,11,2017
1453,36,16,2014
281,28,46,2005
194,39,3,2016
58,26,40,2015
107,13,45,2006
690,31,18,2008
406,4,21,2005
34,44,5,2011
127,41,24,2018
916,10,28,2006
307,38,31,2016
2421,22,27,2005
197,32,3,2008
110,9,19,2006
168,24,38,2009
423,27,7,2014
370,35,3,2016
199,20,9,2017
315,41,32,2018
309,3,2,2005
292,24,31,2016
5736,35,16,2005
47,15,24,2018
39,40,7,2018
182,41,25,2006
1155,30,22,2005
117,17,43,2018
307,47,32,2015
117,38,22,2009
12,28,39,2013
1235,11,14,2010
322,14,9,2009
290,35,46,2015
689,21,44,2007
1505,49,19,2013
14,34,29,2005
275,34,3,2016
424,11,44,2010
739,10,36,2009
114,28,11,2009
4474,1,10,2006
715,49,32,2007
1575,41,10,2012
82,46,24,2012
204,15,37,2015
607,36,8,2014
308,48,23,2013
578,22,10,2005
3047,45,14,2006
277,21,45,2013
151,21,38,2017
2760,33,38,2012
189,25,12,2013
236,27,41,2014
746,25,4,2013
8,32,9,2006
455,21,30,2016
4237,4,2,2016
2314,30,34,2017
101,22,13,2014
469,6,21,2017
1872,31,11,2016
238,30,29,2010
224,10,31,2012
35,32,26,2016
79,47,22,2010
313,38,24,2007
335,5,21,2010
966,26,16,2012
245,36,27,2018
447,14,3,2007
247,13,8,2007
364,12,20,2015
358,33,23,2013
126,28,11,2017
290,28,19,2009
139,44,26,2016
126,46,47,2013
73,37,3,2011
258,13,44,2011
180,24,49,2012
1625,30,44,2007
309,3,41,2006
334,24,4,2011
1405,33,40,2006
339,6,7,2007
143,19,6,2015
707,7,23,2009
1264,47,15,2012
62,48,9,2017
409,17,21,2007
641,35,47,2005
253,17,47,2014
3048,35,19,2006
378,25,34,2012
93,39,43,2015
306,30,23,2012
21,7,39,2006
2321,37,10,2007
515,26,18,2009
21,46,30,2012
51,13,35,2007
367,8,18,2015
387,25,28,2006
88,19,44,2017
20,17,40,2006
624,42,28,2016
106,45,41,2005
257,43,46,2008
487,48,11,2017
2251,33,25,2011
1129,17,2,2011
145,7,36,2014
1515,7,28,2013
1285,43,15,2017
338,9,46,2017
1441,49,4,2016
78,46,33,2007
33,11,35,2010
318,8,21,2005
17,43,38,2005
835,14,26,2017
267,30,28,2006
1032,13,10,2006
94,39,48,2011
291,30,38,2013
51,43,39,2017
2105,32,10,2009
26,6,9,2013
102,38,27,2013
1239,8,49,2009
78,48,33,2015
37,17,31,2013
344,39,42,2007
374,22,2,2013
29,17,49,2008
1204,10,42,2006
538,2,20,2013
526,44,22,2011
371,47,25,2016
304,20,43,2015
130,49,43,2007
40,40,39,2009
81,6,8,2007
1651,18,2,2011
85,49,13,2014
92,18,11,2006
2478,14,11,2015
881,4,21,2014
160,40,6,2016
84,25,22,2008
129,16,36,2008
600,34,42,2009
110,2,46,2007
132,2,38,2008
609,21,2,2006
242,19,12,2018
353,38,36,2013
47,11,33,2016
38,8,13,2011
1187,39,16,2015
6,49,14,2006
224,11,45,2015
6369,35,16,2014
108,26,33,2016
1053,30,22,2012
1351,42,41,2010
13,19,9,2012
4055,11,31,2007
2850,32,18,2009
57,23,49,2005
136,15,31,2012
1025,14,9,2006
134,6,19,2011
448,23,47,2016
550,4,36,2011
171,25,33,2015
107,15,9,2015
193,47,8,2016
140,22,38,2010
1811,1,10,2015
1826,41,10,2005
367,34,4,2017
878,42,16,2007
398,15,37,2006
470,36,8,2005
596,5,12,2015
9,37,30,2011
3539,45,14,2015
247,16,20,2015
3063,33,38,2005
315,21,23,2015
297,16,42,2006
551,22,24,2005
40,32,9,2015
119,48,32,2009
1256,36,15,2015
148,12,13,2009
61,48,6,2012
3122,31,11,2011
252,3,24,2012
49,24,29,2014
203,24,46,2009
69,19,33,2012
56,42,35,2012
147,38,24,2014
47,23,39,2017
3667,18,10,2010
21,6,45,2006
712,35,36,2010
890,45,31,2010
260,24,2,2008
249,13,8,2012
449,2,21,2012
1093,34,7,2012
161,24,28,2018
932,44,9,2017
1254,45,34,2013
411,46,47,2006
1010,14,43,2016
61,8,31,2008
174,5,6,2009
524,8,37,2011
80,39,27,2008
36822,35,37,2006
139,45,24,2005
154,3,41,2013
815,12,27,2014
138,26,17,2005
1002,33,16,2012
516,33,40,2015
259,24,42,2013
289,9,41,2014
1569,47,15,2007
599,37,42,2015
45,33,37,2016
110,19,26,2015
123,36,5,2009
4804,35,19,2017
947,41,28,2013
885,48,12,2006
37,31,1,2009
3518,29,33,2014
46,42,22,2009
39,33,41,2005
130,10,1,2013
78,15,30,2013
231,47,12,2013
251,5,13,2005
99,37,43,2017
1243,45,15,2009
416,21,47,2015
523,26,43,2009
173,45,41,2012
419,21,8,2009
1947,45,34,2005
117,2,31,2010
1040,31,14,2018
195,7,36,2007
1275,12,9,2016
1489,49,4,2009
186,41,46,2018
146,37,29,2012
379,8,21,2014
125,25,29,2005
71,36,20,2016
699,16,21,2010
32,17,33,2018
946,11,14,2016
390,44,10,2015
439,12,3,2014
44,11,9,2008
1153,42,41,2016
319,6,32,2016
57,33,26,2010
3207,32,10,2016
171,23,31,2017
641,40,37,2009
1108,8,49,2018
964,37,36,2005
126,5,48,2008
181,23,26,2010
125,27,36,2016
84,14,36,2015
923,31,10,2006
956,11,34,2010
36,2,14,2015
160,42,6,2008
2805,23,10,2016
74,32,35,2009
974,39,15,2011
114,6,8,2014
564,10,37,2018
401,15,20,2011
347,6,34,2005
89,41,8,2018
675,12,4,2016
144,16,36,2007
310,26,4,2011
319,34,4,2015
50,17,38,2017
34,17,36,2017
666,21,2,2015
8,33,24,2017
232,30,14,2011
163,21,5,2014
97,3,37,2016
6245,9,12,2015
97,29,3,2016
1201,40,4,2016
20,28,45,2013
197,46,19,2011
64,43,9,2005
27,44,11,2012
66,38,18,2018
330,4,20,2017
903,44,4,2011
1145,16,27,2008
202,49,47,2018
167,19,43,2017
434,2,41,2009
130,39,6,2007
1113,42,47,2015
4577,11,31,2014
1353,1,18,2008
230,30,41,2005
148,15,31,2007
54,48,46,2012
72,15,5,2014
1637,24,15,2017
30,19,45,2010
197,49,37,2016
1119,49,19,2010
388,49,7,2018
232,12,45,2012
3363,18,10,2018
2,25,24,2016
354,20,18,2014
13,10,14,2010
712,42,16,2014
887,11,28,2006
425,32,17,2008
357,32,41,2007
1528,27,21,2010
334,16,20,2006
2242,22,21,2012
386,21,23,2006
878,13,17,2013
343,47,4,2016
253,31,9,2010
162,22,41,2012
152,1,11,2016
35,41,11,2010
178,29,12,2009
14,1,45,2007
382,19,23,2005
185,8,22,2009
183,48,6,2007
555,17,6,2013
11,12,38,2006
371,3,24,2005
148,24,29,2007
199,31,17,2017
1286,23,41,2013
13,25,9,2009
149,16,41,2007
61,20,9,2013
2211,9,34,2013
992,3,46,2011
887,15,21,2013
52,6,45,2015
497,12,28,2016
276,23,21,2009
303,18,36,2012
42,48,5,2013
25,40,43,2018
481,2,21,2005
349,34,7,2005
199,15,17,2018
60,7,22,2017
426,24,28,2009
450,16,2,2016
55,31,30,2010
305,2,8,2018
22,29,3,2005
171,1,36,2011
61,19,30,2013
868,3,12,2018
37,10,24,2012
147,40,44,2016
863,27,28,2017
32040,35,37,2013
345,45,24,2010
96,7,46,2017
472,35,11,2008
211,4,49,2012
842,33,16,2005
132,44,33,2010
71,21,1,2008
1132,13,27,2007
644,30,15,2014
30,7,45,2010
4683,24,15,2015
283,41,29,2012
8,31,35,2013
8,41,39,2007
337,27,1,2018
642,48,12,2013
56,17,8,2007
3077,12,44,2012
20,3,38,2012
2377,20,28,2008
164,31,47,2015
63,33,41,2012
45,44,24,2007
1045,26,18,2014
344,7,4,2015
338,47,12,2006
480,20,7,2007
223,37,43,2008
769,28,7,2011
447,5,23,2007
634,23,37,2008
1755,14,45,2008
196,23,3,2015
310,48,11,2007
1135,20,46,2016
744,24,18,2007
224,42,17,2011
505,11,7,2016
475,1,46,2013
48,41,46,2011
53,37,29,2007
3989,10,18,2006
154,8,41,2011
190,36,20,2007
1115,30,10,2015
245,22,42,2011
338,12,3,2007
265,38,13,2016
118,49,20,2017
42,9,35,2011
17,44,14,2017
541,46,32,2015
2741,41,23,2006
213,49,23,2010
2388,45,30,2015
44,18,24,2013
703,26,28,2018
983,25,8,2008
1,2,14,2006
108,32,35,2006
1400,20,10,2014
296,37,23,2012
157,6,34,2012
594,14,20,2018
48,28,13,2005
141,49,46,2007
512,34,4,2006
65,23,9,2005
137,2,49,2014
322,32,46,2010
22,42,9,2011
498,32,34,2010
277,20,13,2014
249,3,23,2006
468,29,5,2009
508,41,32,2009
350,27,26,2005
14,17,9,2013
409,5,34,2007
365,41,1,2016
465,22,28,2013
32,20,35,2014
3465,11,31,2017
327,13,44,2015
469,17,20,2016
153,42,8,2017
53,19,38,2005
53,15,5,2005
657,35,20,2018
448,49,37,2011
39,25,1,2017
8,18,14,2008
53,22,38,2015
1261,20,16,2014
345,20,22,2016
126,16,26,2011
2097,25,2,2006
946,11,28,2015
976,43,34,2010
486,32,47,2018
1429,6,18,2011
313,46,2,2005
578,15,2,2014
173,36,47,2012
1851,22,21,2005
18,18,40,2015
1893,24,19,2010
20,26,29,2017
220,19,49,2009
110,1,45,2014
19,49,30,2016
260,19,23,2012
111,30,42,2007
128,9,6,2010
181,12,13,2012
792,38,15,2013
539,17,6,2006
22,6,13,2007
177,46,5,2014
19,30,29,2017
1679,22,44,2012
438,13,18,2012
590,13,6,2018
98,44,40,2015
134,20,9,2006
743,41,4,2013
74,30,37,2017
272,18,36,2007
60,24,2,2013
24,48,5,2006
349,40,43,2011
367,36,28,2015
611,3,25,2010
518,13,41,2007
212,17,3,2013
58,18,9,2012
437,46,47,2016
27,10,24,2007
165,25,17,2018
92,18,39,2013
60,18,31,2012
20,27,49,2006
526,22,31,2011
1429,13,27,2014
1867,46,23,2016
1824,30,15,2007
141,25,27,2018
6,41,29,2007
296,10,27,2013
166,47,44,2014
23,41,39,2014
172,5,7,2013
30,9,43,2005
448,19,34,2013
132,17,8,2012
58,49,26,2012
565,10,28,2015
1088,35,48,2008
550,31,47,2006
79,44,24,2014
418,13,28,2006
68,33,3,2014
584,25,37,2005
366,20,7,2012
167,37,43,2007
920,10,32,2006
1118,14,10,2009
802,49,36,2006
150,8,13,2008
234,23,3,2006
276,48,11,2012
477,40,33,2005
91,42,49,2014
650,45,10,2005
1041,43,15,2010
163,31,44,2014
1344,31,20,2013
220,43,37,2009
161,29,47,2008
1984,10,18,2013
80,41,48,2017
4,32,13,2005
450,5,16,2009
145,38,34,2017
76,27,1,2005
744,12,25,2017
110,2,30,2012
199,34,26,2017
103,30,1,2013
266,7,21,2017
165,43,4,2017
185,13,14,2016
2196,41,23,2013
456,10,21,2007
1076,47,18,2005
532,46,10,2013
4318,36,19,2009
114,45,1,2009
229,44,19,2005
149,14,7,2006
70,18,40,2018
838,21,26,2009
4401,12,16,2008
130,42,3,2006
191,28,13,2014
124,2,27,2016
166,40,44,2008
2381,39,42,2006
13,26,38,2007
568,26,46,2008
211,16,3,2014
72,48,17,2010
239,2,49,2007
163,11,7,2008
317,32,34,2005
613,43,21,2008
2141,24,12,2018
400,38,21,2010
1877,25,16,2015
930,4,28,2016
947,14,12,2008
191,5,34,2008
690,10,7,2017
73,17,35,2015
631,35,49,2016
490,14,25,2018
1052,35,23,2007
122,42,8,2008
775,38,49,2006
264,49,27,2006
184,32,49,2009
635,4,36,2016
402,9,31,2015
104,46,34,2013
3257,49,25,2015
214,4,27,2011
279,5,43,2017
177,39,7,2007
426,45,11,2011
565,44,25,2011
171,18,3,2014
1859,22,15,2011
63,23,36,2018
301,7,32,2013
164,36,47,2005
17,8,14,2011
414,40,28,2015
58,49,48,2010
814,40,34,2006
38,31,9,2015
52,21,40,2015
281,16,9,2008
433,26,17,2016
124,1,45,2017
819,43,16,2013
1046,23,28,2018
289,11,13,2010
249,43,27,2006
14,32,14,2006
171,6,13,2012
245,17,19,2018
1034,15,3,2013
13,36,46,2015
255,24,27,2010
126,48,37,2014
227,13,18,2005
8,34,39,2006
151,22,6,2014
57,7,5,2016
325,45,17,2012
521,1,4,2008
1035,11,48,2016
821,8,19,2018
750,42,2,2010
180,30,37,2006
517,12,19,2016
682,9,17,2009
35,13,41,2014
214,4,41,2014
62,48,36,2018
621,21,25,2010
48,11,30,2018
209,44,47,2014
119,30,31,2015
448,32,7,2008
89,44,32,2005
1748,17,23,2018
424,39,42,2017
100,18,39,2006
179,7,46,2007
764,8,4,2009
233,40,18,2009
140,16,48,2017
198,48,18,2013
270,44,25,2012
1280,35,20,2013
971,33,49,2014
3319,24,15,2010
252,10,27,2006
692,2,37,2011
164,47,44,2007
38,19,13,2013
1370,6,10,2017
106,34,38,2018
196,15,27,2013
30,25,46,2016
742,35,48,2017
625,42,5,2018
362,13,28,2015
549,34,25,2013
221,3,7,2007
599,25,37,2012
628,10,32,2009
14,42,30,2016
119,5,8,2014
731,28,31,2013
726,40,33,2014
876,26,23,2010
182,21,41,2005
1317,12,9,2011
373,21,19,2008
